tract2010,tract2020,weight,allocated_pop2010,method
55045960700,55045960300,0.00059822,2.39,population
55045960700,55045960700,0.99940178,3994.61,population
55045960800,55045960800,1.00000000,4342.00,population
55047100100,55047100100,1.00000000,3208.00,population
55047100200,55047100200,1.00000000,2996.00,population
55047100300,55047100100,0.00015853,0.48,population
55047100300,55047100300,0.99984104,3038.52,population
55047100300,55047100400,0.00000044,0.00,population
55047100400,55047100400,0.99997611,2836.93,population
55047100400,55047100500,0.00002389,0.07,population
55047100500,55047100500,1.00000000,3073.00,population
55047100600,55047100600,1.00000000,3898.00,population
55049950100,55049950100,0.99999999,3753.00,population
55049950100,55049950200,0.00000001,0.00,population
55049950200,55049950200,1.00000000,3147.00,population
55049950300,55043960600,0.00000080,0.00,population
55049950300,55049950300,0.99999920,3248.00,population
55049950400,55049950400,1.00000000,5288.00,population
55049950500,55049950500,1.00000000,4755.00,population
55049950600,55049950600,1.00000000,3496.00,population
55051180100,55051180100,1.00000000,2514.00,population
55051180200,55051180100,0.05559277,83.00,population
55051180200,55051180200,0.94440723,1410.00,population
55051180300,55051180300,1.00000000,1909.00,population
55051990000,55051990000,1.00000000,0.00,area
55053960100,55053960100,0.99989886,3986.60,population
55053960100,55053960500,0.00001215,0.05,population
55053960100,55057100100,0.00008421,0.34,population
55053960100,55081950200,0.00000478,0.02,population
55053960200,55053960200,1.00000000,3293.00,population
55053960300,55019950800,0.00001013,0.04,population
55053960300,55035000100,0.00017213,0.70,population
55053960300,55053960300,0.99981336,4076.24,population
55053960300,55121100500,0.00000438,0.02,population
55053960400,55053960400,0.99976973,4267.02,population
55053960400,55063010101,0.00017327,0.74,population
55053960400,55081950200,0.00002013,0.09,population
55053960400,55121100500,0.00003687,0.16,population
55053960500,55053960500,1.00000000,4824.00,population
55055100100,55055100100,1.00000000,5794.00,population
55055100200,55055100200,1.00000000,3660.00,population
55055100300,55055100100,0.00002537,0.16,population
55055100300,55055100301,0.57807983,3648.84,population
55055100300,55055100302,0.42189480,2663.00,population
55055100400,55025011800,0.00009189,0.53,population
55055100400,55055100400,0.99990811,5815.47,population
55055100500,55055100500,0.99999556,6349.97,population
55055100500,55055100601,0.00000444,0.03,population
55055100601,55055100601,1.00000000,1535.00,population
55055100602,55055100602,0.99984543,3298.49,population
55055100602,55055101300,0.00015457,0.51,population
55055100700,55055100700,0.99951019,4627.73,population
55055100700,55055101000,0.00048981,2.27,population
55055100800,55055100800,1.00000000,4006.00,population
55055100900,55055100900,1.00000000,3868.00,population
55055101000,55055101000,1.00000000,3881.00,population
55055101100,55055101100,1.00000000,4477.00,population
55055101201,55055101201,1.00000000,2190.00,population
55055101202,55055101202,1.00000000,1612.00,population
55055101300,55055101300,1.00000000,5795.00,population
55055101400,55055101400,1.00000000,3453.00,population
55055101500,55055100900,0.00052557,2.08,population
55055101500,55055101202,0.00011915,0.47,population
55055101500,55055101500,0.99935528,3956.45,population
55055101600,55055100900,0.00000194,0.01,population
55055101600,55055101600,0.99999806,6924.99,population
55055101701,55055101701,1.00000000,1385.00,population
55055101702,55055101702,1.00000000,4739.00,population
55057100100,55057100100,1.00000000,2874.00,population
55057100200,55057100200,1.00000000,3669.00,population
55057100300,55057100301,0.39494763,1282.00,population
55057100300,55057100302,0.60505237,1964.00,population
55057100400,55001950502,0.00006970,0.36,population
55057100400,55057100400,0.99990223,5168.49,population
55057100400,55057100700,0.00002807,0.15,population
55057100500,55057100500,1.00000000,4286.00,population
55057100600,55057100600,1.00000000,3383.00,population
55057100700,55001950700,0.00000846,0.03,population
55057100700,55057100400,0.00045408,1.83,population
55057100700,55057100700,0.99953746,4035.13,population
55059000100,55059000101,0.33206239,1916.00,population
55059000100,55059000102,0.66793761,3854.00,population
55059000300,55059000300,0.99999231,4972.96,population
55059000300,55059000900,0.00000769,0.04,population
55059000400,55059000400,0.99288726,3594.25,population
55059000400,55059000501,0.00711274,25.75,population
55059000500,55059000300,0.00042864,2.26,population
55059000500,55059000501,0.53934732,2840.74,population
55059000500,55059000502,0.46022404,2424.00,population
55059000601,55059000601,1.00000000,6602.00,population
55059000602,55059000603,0.52627232,4162.81,population
55059000602,55059000604,0.47372768,3747.19,population
55059000700,55059000700,1.00000000,5530.00,population
55059000800,55059000800,1.00000000,2704.00,population
55059000900,55059000900,1.00000000,4251.00,population
55059001000,55059001000,1.00000000,2313.00,population
55059001100,55059001000,0.00020964,0.67,population
55059001100,55059001100,0.99979036,3218.33,population
55059001200,55059001200,1.00000000,4078.00,population
55059001300,55059001300,1.00000000,4136.00,population
55059001400,55059001401,0.36366181,2598.00,population
55059001400,55059001402,0.63630813,4545.79,population
55059001400,55059002604,0.00003006,0.21,population
55059001500,55059001500,1.00000000,3738.00,population
55059001600,55059001600,1.00000000,3436.00,population
55059001700,55059001700,0.99774859,2659.00,population
55059001700,55059002200,0.00225141,6.00,population
55059001800,55059001800,1.00000000,2298.00,population
55059001900,55059001900,1.00000000,2351.00,population
55059002000,55059002000,1.00000000,5870.00,population
55059002100,55059002100,1.00000000,5246.00,population
55059002200,55059002200,1.00000000,3562.00,population
55059002300,55059002300,1.00000000,5955.00,population
55059002400,55059002400,1.00000000,4720.00,population
55059002500,55059002500,1.00000000,3478.00,population
55059002601,55059002603,0.56681973,4814.00,population
55059002601,55059002604,0.43318027,3679.00,population
55059002602,55059002605,0.52418042,4509.00,population
55059002602,55059002606,0.47581958,4093.00,population
55059002700,55059002700,0.99550952,5492.23,population
55059002700,55059002906,0.00449048,24.77,population
55059002800,55059002801,0.53579565,3394.27,population
55059002800,55059002802,0.46393054,2939.00,population
55059002800,55059003001,0.00027381,1.73,population
55059002903,55059002903,1.00000000,3210.00,population
55059002904,55059002904,1.00000000,5500.00,population
55059002905,55059002905,1.00000000,3874.00,population
55059002906,55059002906,1.00000000,4884.00,population
55059003001,55059003001,1.00000000,4312.00,population
55059003002,55059003002,1.00000000,4863.00,population
55059990000,55059990000,1.00000000,0.00,area
55061960100,55061960100,1.00000000,3162.00,population
55061960200,55061960200,1.00000000,2647.00,population
55061960400,55061960401,0.56537432,4856.00,population
55061960400,55061960402,0.43381069,3726.00,population
55061960400,55061960500,0.00081500,7.00,population
55061960500,55061960401,0.01327720,82.00,population
55061960500,55061960500,0.98672280,6094.00,population
55061990000,55061990000,1.00000000,0.00,area
55063000100,55063000100,0.99977608,4710.94,population
55063000100,55063000200,0.00022392,1.06,population
55063000200,55063000200,1.00000000,5077.00,population
55063000300,55063000300,1.00000000,2292.00,population
55063000400,55063000401,0.44907239,2469.00,population
55063000400,55063000402,0.55092761,3029.00,population
55063000500,55063000500,1.00000000,4773.00,population
55063000600,55063000600,1.00000000,2142.00,population
55063000700,55063000700,1.00000000,4430.00,population
55063000800,55063000800,1.00000000,3049.00,population
55063000900,55063000900,1.00000000,3742.00,population
55063001000,55063001000,1.00000000,3790.00,population
55063001101,55063001101,1.00000000,2131.00,population
55063001102,55063001102,1.00000000,3910.00,population
55063001200,55063001200,0.99996740,4171.86,population
55063001200,55063010700,0.00003260,0.14,population
55063010101,55063010101,1.00000000,5566.00,population
55063010102,55063010102,1.00000000,4598.00,population
55063010201,55053960400,0.00000822,0.08,population
55063010201,55063010204,0.50187413,4769.31,population
55063010201,55063010205,0.49811765,4733.61,population
55063010202,55063010202,0.99899655,6681.29,population
55063010202,55063010205,0.00100345,6.71,population
55063010203,55063010203,1.00000000,1887.00,population
55063010300,55063010300,1.00000000,4488.00,population
55063010401,55063010401,1.00000000,5214.00,population
55063010402,55063010202,0.00063823,5.85,population
55063010402,55063010204,0.00005684,0.52,population
55063010402,55063010403,0.61662686,5650.15,population
55063010402,55063010404,0.38267807,3506.48,population
55063010500,55063010500,1.00000000,5761.00,population
55063010600,55063010600,1.00000000,3266.00,population
55063010700,55063010700,1.00000000,5484.00,population
55063010800,55063010800,1.00000000,3302.00,population
55065970100,55065970100,1.00000000,3035.00,population
55065970200,55065970200,1.00000000,3895.00,population
55065970300,55065970300,1.00000000,3433.00,population
55065970400,55065970400,1.00000000,3196.00,population
55065970500,55065970500,1.00000000,3277.00,population
55067960100,55067960101,0.46725860,1263.00,population
55067960100,55067960102,0.53258610,1439.58,population
55067960100,55085970103,0.00015530,0.42,population
55067960300,55067960102,0.00152672,4.00,population
55067960300,55067960300,0.99801413,2614.80,population
55067960300,55067960600,0.00045915,1.20,population
55067960400,55067960400,1.00000000,3930.00,population
55067960500,55067960400,0.00222097,4.18,population
55067960500,55067960500,0.99777903,1875.82,population
55067960600,55067960300,0.00015144,0.71,population
55067960600,55067960600,0.99984856,4717.29,population
55067960700,55067960700,1.00000000,4126.00,population
55069960100,55069960100,0.99929184,2284.38,population
55069960100,55085970103,0.00070439,1.61,population
55069960100,55085970500,0.00000378,0.01,population
55069960200,55069960100,0.00076249,2.00,population
55069960200,55069960200,0.99923751,2621.00,population
55069960300,55069960300,0.99957673,1774.25,population
55069960300,55085971100,0.00042327,0.75,population
55069960400,55069960300,0.00010983,0.21,population
55069960400,55069960400,0.99989017,1928.79,population
55069960500,55069960500,1.00000000,1832.00,population
55069960600,55069960600,1.00000000,4446.00,population
55069960700,55069960700,0.99971183,3905.87,population
55069960700,55069961000,0.00028817,1.13,population
55069960800,55069960800,1.00000000,3439.00,population
55069960900,55069960800,0.00690131,20.00,population
55069960900,55069960900,0.99309869,2878.00,population
55069961000,55069961000,1.00000000,3608.00,population
55071000100,55071000100,0.99997833,5235.89,population
55071000100,55071005400,0.00002167,0.11,population
55071000200,55071000200,1.00000000,2404.00,population
55071000300,55071000300,0.99643811,5595.00,population
55071000300,55071010500,0.00356189,20.00,population
55071000400,55071000400,1.00000000,4176.00,population
55071000500,55071000500,1.00000000,2850.00,population
55071000600,55071000600,1.00000000,5369.00,population
55071000700,55071000700,1.00000000,5901.00,population
55071000800,55071000800,1.00000000,4046.00,population
55071005100,55071005100,0.99830235,2425.87,population
55071005100,55071010100,0.00169765,4.13,population
55071005200,55071005200,1.00000000,4551.00,population
55071005300,55071005300,1.00000000,2071.00,population
55071005400,55071005200,0.00037084,1.16,population
55071005400,55071005400,0.99962916,3114.84,population
55071010100,55071005100,0.00000268,0.01,population
55071010100,55071010100,0.99999732,4506.99,population
55071010200,55071010200,0.99999067,5890.95,population
55071010200,55071010300,0.00000831,0.05,population
55071010200,55071010500,0.00000101,0.01,population
55071010300,55071010300,0.99952164,4490.85,population
55071010300,55071010400,0.00047836,2.15,population
55071010400,55071010400,0.99999711,6181.98,population
55071010400,55071010500,0.00000289,0.02,population
55071010500,55071000700,0.00000125,0.00,population
55071010500,55071010200,0.00014215,0.52,population
55071010500,55071010500,0.99985660,3635.48,population
55071010600,55071010600,0.99823633,5094.00,population
55071010600,55071010700,0.00176367,9.00,population
55071010700,55071010700,1.00000000,3865.00,population
55071990000,55071990000,1.00000000,0.00,area
55073000100,55073000100,1.00000000,3138.00,population
55073000200,55073000200,1.00000000,2932.00,population
55073000300,55073000300,0.99986600,5187.30,population
55073000300,55073001105,0.00013400,0.70,population
55073000400,55073000400,0.99942318,6146.45,population
55073000400,55073001500,0.00057682,3.55,population
55073000500,55073000500,1.00000000,2970.00,population
55073000601,55073000601,1.00000000,2066.00,population
55073000602,55073000602,1.00000000,4083.00,population
55073000700,55073000700,1.00000000,5382.00,population
55073000800,55073000700,0.00000927,0.03,population
55073000800,55073000800,0.99999073,3462.97,population
55073000900,55073000900,0.98571429,2208.00,population
55073000900,55073001104,0.01428571,32.00,population
55073001000,55073001000,1.00000000,3626.00,population
55073001102,55073001103,0.00202452,16.19,population
55073001102,55073001105,0.29621283,2368.52,population
55073001102,55073001106,0.70175255,5611.21,population
55073001102,55073001600,0.00001010,0.08,population
55073001103,55073001103,1.00000000,5083.00,population
55073001104,55073000900,0.00037881,2.24,population
55073001104,55073001000,0.00000538,0.03,population
55073001104,55073001104,0.99961582,5923.72,population
55073001201,55073001106,0.00000049,0.00,population
55073001201,55073001202,0.00003892,0.32,population
55073001201,55073001203,0.56385870,4565.00,population
55073001201,55073001204,0.43610190,3530.68,population
55073001202,55073001202,1.00000000,5321.00,population
55073001300,55073001300,1.00000000,6811.00,population
55073001400,55073001401,0.49510173,3285.00,population
55073001400,55073001402,0.50489827,3350.00,population
55073001500,55073001500,1.00000000,4134.00,population
55073001600,55073001600,1.00000000,6057.00,population
55073001700,55073001700,1.00000000,3696.00,population
55073001800,55073001700,0.00001449,0.08,population
55073001800,55073001800,0.99998551,5448.92,population
55073001900,55073001900,1.00000000,5933.00,population
55073002000,55073001800,0.00023356,0.90,population
55073002000,55073002000,0.99976620,3838.10,population
55073002000,55073002200,0.00000024,0.00,population
55073002100,55073002101,0.61154381,4397.00,population
55073002100,55073002102,0.38845619,2793.00,population
55073002200,55073002200,1.00000000,3490.00,population
55073002300,55073001402,0.00000037,0.00,population
55073002300,55073002301,0.48779467,3497.00,population
55073002300,55073002302,0.51220496,3672.00,population
55075960100,55075960100,1.00000000,3038.00,population
55075960200,55041950200,0.00000201,0.01,population
55075960200,55075960200,0.99999799,4231.99,population
55075960600,55075960600,0.99999976,2428.00,population
55075960600,55075960700,0.00000024,0.00,population
55075960700,55075960700,1.00000000,2847.00,population
55075960800,55075960800,1.00000000,2490.00,population
55075960900,55075960900,0.99999623,2757.99,population
55075960900,55075961000,0.00000377,0.01,population
55075961000,55075960900,0.00000023,0.00,population
55075961000,55075961000,0.99999977,4131.00,population
55075961100,55075961100,1.00000000,5461.00,population
55075961200,55075961200,1.00000000,2822.00,population
55075961300,55075961300,1.00000000,3080.00,population
55075961400,55075961400,1.00000000,4528.00,population
55075961500,55075961500,1.00000000,3934.00,population
55075990000,55075990000,1.00000000,0.00,area
55077960100,55077960100,1.00000000,2823.00,population
55077960200,55077960200,0.99934640,2491.37,population
55077960200,55077960300,0.00000686,0.02,population
55077960200,55077960500,0.00064674,1.61,population
55077960300,55077960200,0.00000203,0.01,population
55077960300,55077960300,0.99999797,3830.99,population
55077960400,55077960400,1.00000000,2602.00,population
55077960500,55077960500,1.00000000,3655.00,population
55078940101,55078940101,0.99272727,1365.00,population
55078940101,55078940104,0.00727273,10.00,population
55078940102,55078940101,0.00140007,4.00,population
55078940102,55078940103,0.50367518,1439.00,population
55078940102,55078940104,0.49492475,1414.00,population
55079000101,55079000101,1.00000000,4822.00,population
55079000102,55079000102,1.00000000,3507.00,population
55079000201,55079000201,1.00000000,5450.00,population
55079000202,55079000202,1.00000000,6101.00,population
55079000301,55079000301,1.00000000,1483.00,population
55079000302,55079000302,1.00000000,3028.00,population
55079000303,55079000303,0.99893219,1871.00,population
55079000303,55079000501,0.00106781,2.00,population
55079000304,55079000304,1.00000000,3382.00,population
55079000400,55079000400,1.00000000,2439.00,population
55079000501,55079000501,1.00000000,3450.00,population
55079000502,55079000502,1.00000000,4878.00,population
55079000600,55079000600,1.00000000,6290.00,population
55079000700,55079000700,1.00000000,3580.00,population
55079000800,55079000800,1.00000000,5129.00,population
55079000900,55079000900,1.00000000,3694.00,population
55079001000,55079001000,0.99969277,3652.88,population
55079001000,55079060200,0.00030723,1.12,population
55079001100,55079001100,1.00000000,2800.00,population
55079001200,55079001200,1.00000000,2985.00,population
55079001300,55079001300,1.00000000,3733.00,population
55079001400,55079001400,1.00000000,2595.00,population
55079001500,55079001500,1.00000000,3173.00,population
55079001600,55079001600,1.00000000,2990.00,population
55079001700,55079001700,1.00000000,4458.00,population
55079001800,55079001800,1.00000000,3153.00,population
55079001900,55079001900,1.00000000,3518.00,population
55079002000,55079002000,1.00000000,2470.00,population
55079002100,55079002100,1.00000000,2474.00,population
55079002200,55079002200,0.99903388,1788.27,population
55079002200,55079060200,0.00096612,1.73,population
55079002300,55079002300,1.00000000,4406.00,population
55079002400,55079002400,1.00000000,2244.00,population
55079002500,55079002500,1.00000000,2195.00,population
55079002600,55079002600,1.00000000,2829.00,population
55079002700,55079002700,1.00000000,1995.00,population
55079002800,55079002800,1.00000000,2252.00,population
55079002900,55079002900,1.00000000,2179.00,population
55079003000,55079003000,1.00000000,3782.00,population
55079003100,55079003100,1.00000000,3572.00,population
55079003200,55079003200,1.00000000,2819.00,population
55079003300,55079003300,1.00000000,5182.00,population
55079003400,55079003400,0.99971164,5531.40,population
55079003400,55079090100,0.00028836,1.60,population
55079003500,55079003500,1.00000000,3410.00,population
55079003600,55079003600,1.00000000,1893.00,population
55079003700,55079003700,1.00000000,2315.00,population
55079003800,55079003800,1.00000000,2196.00,population
55079003900,55079003900,1.00000000,2630.00,population
55079004000,55079004000,1.00000000,2662.00,population
55079004100,55079004100,1.00000000,2565.00,population
55079004200,55079004200,1.00000000,3047.00,population
55079004300,55079002300,0.00000434,0.02,population
55079004300,55079004300,0.99972992,5347.56,population
55079004300,55079060200,0.00026575,1.42,population
55079004400,55079004400,1.00000000,3333.00,population
55079004500,55079004500,1.00000000,2478.00,population
55079004600,55079004600,1.00000000,2984.00,population
55079004700,55079004700,1.00000000,4021.00,population
55079004800,55079004800,1.00000000,4002.00,population
55079004900,55079004900,1.00000000,4506.00,population
55079005000,55079005000,1.00000000,4707.00,population
55079005100,55079005100,1.00000000,3401.00,population
55079005200,55079005200,1.00000000,1657.00,population
55079005300,55079005300,1.00000000,1920.00,population
55079005400,55079005400,1.00000000,3690.00,population
55079005500,55079005500,1.00000000,3318.00,population
55079005600,55079005600,1.00000000,2198.00,population
55079005700,55079005700,1.00000000,2371.00,population
55079005800,55079005800,1.00000000,3430.00,population
55079005900,55079005900,1.00000000,3614.00,population
55079006000,55079006000,1.00000000,2658.00,population
55079006100,55079006100,1.00000000,2320.00,population
55079006200,55079006200,1.00000000,2923.00,population
55079006300,55079006300,1.00000000,2462.00,population
55079006400,55079006400,1.00000000,2510.00,population
55079006500,55079006500,1.00000000,2628.00,population
55079006600,55079006600,1.00000000,3053.00,population
55079006700,55079006700,1.00000000,1492.00,population
55079006800,55079006800,1.00000000,2813.00,population
55079006900,55079006900,1.00000000,2585.00,population
55079007000,55079007000,1.00000000,3020.00,population
55079007100,55079007100,1.00000000,1912.00,population
55079007200,55079007200,1.00000000,2791.00,population
55079007300,55079007300,1.00000000,2477.00,population
55079007400,55079007400,1.00000000,4122.00,population
55079007500,55079007500,1.00000000,2706.00,population
55079007600,55079007600,1.00000000,3275.00,population
55079007700,55079007700,1.00000000,3807.00,population
55079007800,55079007800,1.00000000,3446.00,population
55079007900,55079007900,1.00000000,2224.00,population
55079008000,55079008000,1.00000000,1951.00,population
55079008100,55079008100,1.00000000,1331.00,population
55079008400,55079008400,1.00000000,1315.00,population
55079008500,55079008500,1.00000000,1309.00,population
55079008600,55079008600,1.00000000,1500.00,population
55079008700,55079008700,1.00000000,1410.00,population
55079008800,55079008800,1.00000000,2121.00,population
55079008900,55079008900,1.00000000,1462.00,population
55079009000,55079009000,1.00000000,2544.00,population
55079009100,55079009100,1.00000000,2425.00,population
55079009200,55079009200,1.00000000,1901.00,population
55079009300,55079009300,1.00000000,2535.00,population
55079009400,55079009400,1.00000000,2423.00,population
55079009500,55079009500,1.00000000,2121.00,population
55079009600,55079009600,1.00000000,2317.00,population
55079009700,55079009700,1.00000000,1939.00,population
55079009800,55079009800,1.00000000,1433.00,population
55079009900,55079009900,1.00000000,1458.00,population
55079010600,55079010600,1.00000000,1192.00,population
55079010700,55079010700,1.00000000,2208.00,population
55079010800,55079010800,1.00000000,2469.00,population
55079011000,55079011000,1.00000000,3428.00,population
55079011100,55079011100,1.00000000,1481.00,population
55079011200,55079011200,1.00000000,2219.00,population
55079011300,55079011300,1.00000000,1829.00,population
55079011400,55079011400,1.00000000,1137.00,population
55079012200,55079012200,1.00000000,2557.00,population
55079012300,55079012300,1.00000000,1122.00,population
55079012400,55079012400,1.00000000,2592.00,population
55079012500,55079012500,1.00000000,2014.00,population
55079012600,55079012600,0.99896389,2166.75,population
55079012600,55079091300,0.00103611,2.25,population
55079012700,55079012700,1.00000000,1189.00,population
55079012800,55079012800,1.00000000,2958.00,population
55079012900,55079012900,1.00000000,2942.00,population
55079013000,55079013000,1.00000000,1800.00,population
55079013300,55079013300,1.00000000,1066.00,population
55079013400,55079013400,1.00000000,2335.00,population
55079013500,55079013500,1.00000000,1911.00,population
55079013600,55079013600,1.00000000,2489.00,population
55079013700,55079013700,1.00000000,1578.00,population
55079014100,55079014100,1.00000000,1551.00,population
55079014300,55079014300,1.00000000,2297.00,population
55079014400,55079014400,1.00000000,2612.00,population
55079014600,55079014600,1.00000000,3946.00,population
55079014700,55079014700,1.00000000,3291.00,population
55079014800,55079014800,1.00000000,2403.00,population
55079014900,55079014900,1.00000000,1483.00,population
55079015700,55079015700,1.00000000,3231.00,population
55079015800,55079015800,1.00000000,3058.00,population
55079015900,55079015900,1.00000000,3819.00,population
55079016000,55079016000,1.00000000,3310.00,population
55079016100,55079016100,1.00000000,3574.00,population
55079016200,55079016200,1.00000000,3366.00,population
55079016300,55079016300,1.00000000,5124.00,population
55079016400,55079016300,0.00024890,1.23,population
55079016400,55079016400,0.99975110,4946.77,population
55079016500,55079016500,1.00000000,2695.00,population
55079016600,55079016600,1.00000000,2313.00,population
55079016700,55079016700,1.00000000,3355.00,population
55079016800,55079016800,1.00000000,3450.00,population
55079016900,55079016900,1.00000000,4130.00,population
55079017000,55079017000,1.00000000,6112.00,population
55079017100,55079017100,1.00000000,2937.00,population
55079017200,55079017200,1.00000000,2509.00,population
55079017300,55079017300,1.00000000,3894.00,population
55079017400,55079017400,1.00000000,2953.00,population
55079017500,55079017500,1.00000000,4185.00,population
55079017600,55079017600,1.00000000,3195.00,population
55079017900,55079017900,0.99900100,3000.00,population
55079017900,55079018300,0.00099900,3.00,population
55079018000,55079018000,1.00000000,2749.00,population
55079018100,55079018100,1.00000000,1637.00,population
55079018200,55079018200,1.00000000,1608.00,population
55079018300,55079018300,1.00000000,2344.00,population
55079018400,55079018400,1.00000000,1404.00,population
55079018500,55079018500,1.00000000,1633.00,population
55079018600,55079018600,1.00000000,3000.00,population
55079018700,55079018700,1.00000000,3876.00,population
55079018800,55079018800,1.00000000,2066.00,population
55079018900,55079018900,1.00000000,1635.00,population
55079019000,55079019000,1.00000000,4545.00,population
55079019100,55079019100,0.99970831,3582.95,population
55079019100,55079120300,0.00029169,1.05,population
55079019200,55079019200,1.00000000,3186.00,population
55079019300,55079019300,1.00000000,2557.00,population
55079019400,55079019400,1.00000000,3732.00,population
55079019500,55079019500,0.99905118,3346.82,population
55079019500,55079120102,0.00094882,3.18,population
55079019600,55079019600,1.00000000,3616.00,population
55079019700,55079019700,1.00000000,5344.00,population
55079019800,55079019800,1.00000000,4913.00,population
55079019900,55079019900,0.98604108,3430.44,population
55079019900,55079120300,0.00131161,4.56,population
55079019900,55079120400,0.01264731,44.00,population
55079020000,55079020000,1.00000000,3411.00,population
55079020100,55079020100,1.00000000,3529.00,population
55079020200,55079020200,1.00000000,3024.00,population
55079020300,55079020300,1.00000000,3773.00,population
55079020400,55079020400,1.00000000,3216.00,population
55079020500,55079020500,1.00000000,2921.00,population
55079020600,55079020600,1.00000000,3525.00,population
55079020700,55079020700,1.00000000,4311.00,population
55079020800,55079020800,0.99800598,3003.00,population
55079020800,55079185100,0.00199402,6.00,population
55079020900,55079020900,1.00000000,2553.00,population
55079021000,55079021000,1.00000000,2189.00,population
55079021100,55079021100,1.00000000,1364.00,population
55079021200,55079021200,1.00000000,2097.00,population
55079021300,55079021300,1.00000000,1631.00,population
55079021400,55079021400,1.00000000,3288.00,population
55079021500,55079021500,1.00000000,2824.00,population
55079021600,55079021600,1.00000000,4365.00,population
55079021700,55079021700,0.99998257,6141.89,population
55079021700,55079160102,0.00001743,0.11,population
55079021800,55079021800,0.98740441,2195.00,population
55079021800,55079120502,0.01259559,28.00,population
55079030100,55079030100,0.99952124,4297.94,population
55079030100,55079035100,0.00047876,2.06,population
55079035100,55079035100,0.99948937,2255.85,population
55079035100,55079060101,0.00008545,0.19,population
55079035100,55079070100,0.00042518,0.96,population
55079035200,55079035200,0.97925997,4343.02,population
55079035200,55079040100,0.01595470,70.76,population
55079035200,55079060101,0.00478533,21.22,population
55079040100,55079030100,0.00472901,7.55,population
55079040100,55079040100,0.99262298,1585.22,population
55079040100,55079060101,0.00264423,4.22,population
55079040100,55079060102,0.00000379,0.01,population
55079050101,55079050101,1.00000000,5990.00,population
55079050102,55079040100,0.00001481,0.09,population
55079050102,55079050103,0.56380612,3387.91,population
55079050102,55079050104,0.43617906,2621.00,population
55079060101,55079035200,0.00222883,9.00,population
55079060101,55079040100,0.01327283,53.60,population
55079060101,55079060101,0.98449834,3975.40,population
55079060102,55079060102,1.00000000,3138.00,population
55079060200,55079001000,0.00025146,1.43,population
55079060200,55079060200,0.99935024,5701.29,population
55079060200,55079070100,0.00039830,2.27,population
55079070100,55079035100,0.00031796,1.39,population
55079070100,55079060101,0.00108139,4.73,population
55079070100,55079060200,0.00721731,31.56,population
55079070100,55079070100,0.99138334,4335.32,population
55079070200,55079035100,0.00218201,11.29,population
55079070200,55079070200,0.99685124,5155.71,population
55079070200,55079080200,0.00096674,5.00,population
55079070300,55079004400,0.00342364,15.55,population
55079070300,55079060200,0.01021352,46.38,population
55079070300,55079070300,0.98636284,4479.07,population
55079080100,55079070200,0.00447761,12.00,population
55079080100,55079070300,0.00522388,14.00,population
55079080100,55079080100,0.99029851,2654.00,population
55079080200,55079080200,1.00000000,3368.00,population
55079080300,55079070200,0.00077240,3.00,population
55079080300,55079080300,0.99922760,3881.00,population
55079080400,55079007300,0.00107129,3.49,population
55079080400,55079080400,0.99892871,3250.51,population
55079090100,55079003400,0.00384485,17.52,population
55079090100,55079090100,0.99615515,4540.48,population
55079090200,55079005500,0.01083110,19.50,population
55079090200,55079090200,0.98916890,1780.50,population
55079090300,55079005500,0.00018283,0.60,population
55079090300,55079005600,0.00002359,0.08,population
55079090300,55079090300,0.99979359,3296.32,population
55079090600,55079090600,0.99951172,4639.73,population
55079090600,55079100800,0.00048828,2.27,population
55079090700,55079090700,1.00000000,3159.00,population
55079090800,55079090800,1.00000000,2363.00,population
55079090900,55079090900,1.00000000,3837.00,population
55079091000,55079091000,1.00000000,4438.00,population
55079091100,55079091100,1.00000000,4250.00,population
55079091200,55079091200,1.00000000,4699.00,population
55079091300,55079091300,1.00000000,3737.00,population
55079091400,55079091400,1.00000000,2195.00,population
55079100100,55079013000,0.00503967,18.61,population
55079100100,55079100100,0.99496033,3674.39,population
55079100200,55079012900,0.00054777,2.04,population
55079100200,55079013000,0.00054122,2.02,population
55079100200,55079100200,0.99891101,3719.94,population
55079100300,55079100300,1.00000000,3067.00,population
55079100400,55079012700,0.00000039,0.00,population
55079100400,55079100400,0.99999961,2801.00,population
55079100500,55079100500,1.00000000,3557.00,population
55079100600,55079012800,0.00064149,1.35,population
55079100600,55079100600,0.99935851,2101.65,population
55079100700,55079012800,0.00861571,24.42,population
55079100700,55079100700,0.99138429,2809.58,population
55079100800,55079100800,1.00000000,2975.00,population
55079100900,55079100900,1.00000000,3662.00,population
55079101000,55079101000,1.00000000,5121.00,population
55079101100,55079101100,1.00000000,1812.00,population
55079101200,55079101200,1.00000000,3240.00,population
55079101300,55079101300,1.00000000,3142.00,population
55079101400,55079101400,1.00000000,3660.00,population
55079101500,55079101500,1.00000000,4420.00,population
55079101600,55079019300,0.00123891,5.68,population
55079101600,55079101600,0.99876109,4576.32,population
55079101700,55079101700,1.00000000,3369.00,population
55079101800,55079101800,1.00000000,2649.00,population
55079110100,55079017100,0.00902230,38.84,population
55079110100,55079017200,0.01397422,60.16,population
55079110100,55079019000,0.00001708,0.07,population
55079110100,55079110100,0.97698641,4205.93,population
55079120101,55079120101,0.99979727,3952.20,population
55079120101,55079130100,0.00020273,0.80,population
55079120102,55079120102,1.00000000,3891.00,population
55079120201,55079120201,1.00000000,3606.00,population
