tract2010,tract2020,weight,allocated_pop2010,method
55079120202,55079019900,0.01536676,48.76,population
55079120202,55079120202,0.98463324,3124.24,population
55079120203,55079120203,0.99975868,3528.15,population
55079120203,55079140100,0.00024132,0.85,population
55079120300,55079019100,0.00106291,2.11,population
55079120300,55079019900,0.00352290,7.00,population
55079120300,55079120300,0.99541419,1977.89,population
55079120400,55079019900,0.02489059,182.00,population
55079120400,55079020000,0.00082057,6.00,population
55079120400,55079021300,0.00033634,2.46,population
55079120400,55079021400,0.00002320,0.17,population
55079120400,55079120400,0.97392930,7121.37,population
55079120501,55079120501,1.00000000,3960.00,population
55079120502,55079120502,1.00000000,5246.00,population
55079130100,55079120101,0.00081731,3.98,population
55079130100,55079130100,0.99918269,4865.02,population
55079130200,55079130200,1.00000000,2822.00,population
55079140100,55079120203,0.00018643,0.56,population
55079140100,55079140100,0.99975562,2998.27,population
55079140100,55079150304,0.00005795,0.17,population
55079140201,55079140201,1.00000000,5235.00,population
55079140202,55079140202,1.00000000,5812.00,population
55079150100,55079140202,0.00218402,19.60,population
55079150100,55079150100,0.99781598,8952.40,population
55079150301,55079130200,0.00078397,4.63,population
55079150301,55079150301,0.99631471,5884.23,population
55079150301,55079150303,0.00135089,7.98,population
55079150301,55079150304,0.00155043,9.16,population
55079150303,55079150303,1.00000000,4856.00,population
55079150304,55079150304,1.00000000,4041.00,population
55079160100,55079160101,0.60232843,3932.00,population
55079160100,55079160102,0.39767157,2596.00,population
55079160202,55079160202,1.00000000,7310.00,population
55079160203,55079160203,1.00000000,6069.00,population
55079160204,55079160205,0.64167674,3184.00,population
55079160204,55079160206,0.35832326,1778.00,population
55079160300,55079160301,0.55145064,5284.00,population
55079160300,55079160302,0.44854936,4298.00,population
55079170100,55079170100,1.00000000,2689.00,population
55079170200,55079170200,1.00000000,3869.00,population
55079170300,55079170300,1.00000000,2662.00,population
55079170400,55079170400,1.00000000,3362.00,population
55079170500,55079170500,1.00000000,2471.00,population
55079170600,55079170600,1.00000000,3384.00,population
55079170700,55079170700,1.00000000,2719.00,population
55079180100,55079180100,1.00000000,3029.00,population
55079180200,55079180200,1.00000000,4536.00,population
55079180300,55079180300,0.99968299,3369.93,population
55079180300,55079185200,0.00031701,1.07,population
55079180400,55079180400,1.00000000,2735.00,population
55079180500,55079180500,1.00000000,4596.00,population
55079185100,55079185100,1.00000000,4210.00,population
55079185200,55079020700,0.00163299,8.41,population
55079185200,55079180300,0.00250513,12.90,population
55079185200,55079185200,0.99586188,5127.69,population
55079185300,55079090600,0.00349040,12.00,population
55079185300,55079185300,0.99650960,3426.00,population
55079185400,55079185400,1.00000000,1639.00,population
55079185500,55079185500,1.00000000,1709.00,population
55079185600,55079185600,1.00000000,1776.00,population
55079185700,55079185700,1.00000000,2124.00,population
55079185800,55079185800,1.00000000,1606.00,population
55079185900,55079185900,1.00000000,1213.00,population
55079186000,55079186000,1.00000000,1451.00,population
55079186100,55079186100,1.00000000,2275.00,population
55079186200,55079186200,1.00000000,1422.00,population
55079186300,55079186300,1.00000000,3268.00,population
55079186400,55079186400,1.00000000,1643.00,population
55079186500,55079186500,1.00000000,1667.00,population
55079186600,55079186600,1.00000000,2152.00,population
55079186800,55079012500,0.00000756,0.01,population
55079186800,55079186800,0.99999244,1613.99,population
55079186900,55079186900,1.00000000,2213.00,population
55079187000,55079187000,1.00000000,3288.00,population
55079187200,55079187200,1.00000000,5384.00,population
55079187300,55079187300,1.00000000,6293.00,population
55079187400,55079187400,1.00000000,2341.00,population
55079980000,55079186900,0.00238387,0.00,area
55079980000,55079980000,0.99761613,0.00,area
55079990000,55079990000,1.00000000,0.00,area
55081950100,55053960100,0.00000705,0.03,population
55081950100,55081950100,0.99951346,4560.78,population
55081950100,55081950700,0.00047949,2.19,population
55081950200,55081950200,1.00000000,4892.00,population
55081950300,55081950300,1.00000000,6117.00,population
55081950400,55081950400,1.00000000,4610.00,population
55081950500,55081950500,1.00000000,5769.00,population
55081950600,55081950600,1.00000000,4321.00,population
55081950700,55081950700,1.00000000,4511.00,population
55081950800,55081950200,0.00001859,0.08,population
55081950800,55081950800,0.99998122,4420.92,population
55081950800,55081950900,0.00000019,0.00,population
55081950900,55081950900,0.99999884,5468.99,population
55081950900,55123960300,0.00000116,0.01,population
55083100300,55083100300,0.99998647,2755.96,population
55083100300,55083100500,0.00001353,0.04,population
55083100500,55083100500,1.00000000,2218.00,population
55083100600,55083100600,1.00000000,2828.00,population
55083100700,55083100700,0.99831252,2958.00,population
55083100700,55083100800,0.00168748,5.00,population
55083100800,55083100500,0.00717990,18.00,population
55083100800,55083100800,0.98330036,2465.13,population
55083100800,55083101100,0.00632867,15.87,population
55083100800,55083101200,0.00319107,8.00,population
55083100900,55083100900,1.00000000,2924.00,population
55083101000,55083101000,1.00000000,3939.00,population
55083101100,55083100800,0.00003886,0.18,population
55083101100,55083101100,0.99996114,4587.82,population
55083101200,55083100800,0.00313102,13.00,population
55083101200,55083101200,0.99686898,4139.00,population
55083101300,55083101301,0.51439954,4519.00,population
55083101300,55083101302,0.48560046,4266.00,population
55083990000,55083990000,1.00000000,0.00,area
55085970101,55085970101,0.99961247,1553.40,population
55085970101,55125950202,0.00000782,0.01,population
55085970101,55125950502,0.00037971,0.59,population
55085970102,55041950100,0.00000022,0.00,population
55085970102,55041950400,0.00000006,0.00,population
55085970102,55085970103,0.28712418,1041.97,population
55085970102,55085970104,0.71285927,2586.97,population
55085970102,55125950502,0.00001628,0.06,population
55085970400,55085970400,1.00000000,3026.00,population
55085970500,55085970500,0.99472829,1751.72,population
55085970500,55085970601,0.00527171,9.28,population
55085970601,55085970601,1.00000000,1927.00,population
55085970602,55085970603,0.53831778,1970.78,population
55085970602,55085970604,0.46125443,1688.65,population
55085970602,55085971500,0.00033286,1.22,population
55085970602,55125950501,0.00004204,0.15,population
55085970602,55125950502,0.00005289,0.19,population
55085970800,55085970800,1.00000000,2390.00,population
55085970900,55085970900,0.99996265,2362.91,population
55085970900,55085971300,0.00003735,0.09,population
55085971001,55085971001,1.00000000,1181.00,population
55085971002,55085971002,1.00000000,2337.00,population
55085971100,55069960300,0.00007527,0.15,population
55085971100,55085971100,0.99992473,2005.85,population
55085971300,55085970800,0.00004542,0.09,population
55085971300,55085971300,0.99995458,1874.91,population
55085971400,55085971400,1.00000000,3668.00,population
55085971500,55085971500,1.00000000,4620.00,population
55087010100,55087010100,0.99999599,2761.99,population
55087010100,55087010300,0.00000401,0.01,population
55087010200,55087010200,1.00000000,4048.00,population
55087010300,55087010300,1.00000000,2391.00,population
55087010500,55087010501,0.57732402,2569.67,population
55087010500,55087010502,0.42260166,1881.00,population
55087010500,55087011501,0.00007432,0.33,population
55087010601,55087010601,1.00000000,3629.00,population
55087010602,55087010602,1.00000000,3971.00,population
55087010700,55087010700,1.00000000,4339.00,population
55087010800,55087010800,1.00000000,1557.00,population
55087010900,55087010900,1.00000000,2134.00,population
55087011000,55087010502,0.02806708,159.00,population
55087011000,55087010900,0.01500441,85.00,population
55087011000,55087011001,0.48067079,2723.00,population
55087011000,55087011002,0.47625772,2698.00,population
55087011101,55087011101,1.00000000,4971.00,population
55087011102,55087011103,0.51119986,3734.32,population
55087011102,55087011104,0.48880014,3570.68,population
55087011200,55087011200,1.00000000,2912.00,population
55087011300,55087011300,1.00000000,3008.00,population
55087011400,55087011400,1.00000000,5306.00,population
55087011501,55087011501,1.00000000,3353.00,population
55087011502,55087011502,1.00000000,4496.00,population
55087011600,55087010601,0.00181266,11.88,population
55087011600,55087010602,0.00010607,0.69,population
55087011600,55087011600,0.99808127,6539.43,population
55087011700,55087011700,1.00000000,2605.00,population
55087011800,55087011800,0.93635501,1715.40,population
55087011800,55087011902,0.06364499,116.60,population
55087011900,55087011800,0.03592186,285.65,population
55087011900,55087011901,0.39323441,3127.00,population
55087011900,55087011902,0.57084373,4539.35,population
55087012000,55087011700,0.00001298,0.08,population
55087012000,55087012000,0.99998702,6542.92,population
55087012100,55087012101,0.46020806,3539.00,population
55087012100,55087012102,0.53979194,4151.00,population
55087012200,55087012200,0.99932908,1950.69,population
55087012200,55087013300,0.00067092,1.31,population
55087012300,55087012300,1.00000000,1647.00,population
55087012400,55087011902,0.00226074,6.00,population
55087012400,55087012400,0.99773926,2648.00,population
55087012503,55087012503,1.00000000,3654.00,population
55087012504,55087012504,0.99999129,3030.97,population
55087012504,55087012904,0.00000871,0.03,population
55087012505,55087012505,1.00000000,3094.00,population
55087012506,55087012506,1.00000000,4078.00,population
55087012601,55087012603,0.53500011,4458.16,population
55087012601,55087012604,0.46499989,3874.84,population
55087012602,55087012602,1.00000000,4707.00,population
55087012700,55087012700,0.99999820,6281.99,population
55087012700,55087013200,0.00000180,0.01,population
55087012800,55087012800,1.00000000,7399.00,population
55087012901,55087012903,0.54376569,3249.00,population
55087012901,55087012904,0.45623431,2726.00,population
55087012902,55087012902,1.00000000,3425.00,population
55087013100,55087013100,1.00000000,5814.00,population
55087013200,55087012700,0.00000267,0.01,population
55087013200,55087013200,0.99999733,3948.99,population
55087013300,55087012101,0.00030530,2.00,population
55087013300,55087013300,0.99969470,6549.00,population
55087940000,55087940000,1.00000000,4678.00,population
55089610101,55089610101,0.99998868,4330.95,population
55089610101,55089620100,0.00001132,0.05,population
55089610102,55089610102,1.00000000,3660.00,population
55089620100,55089610101,0.00000026,0.00,population
55089620100,55089620100,0.99999974,6079.00,population
55089630100,55089630100,0.99965037,2654.07,population
55089630100,55089630201,0.00034963,0.93,population
55089630201,55089630100,0.00042455,2.01,population
55089630201,55089630201,0.99957545,4740.99,population
55089630202,55089630201,0.00011907,0.62,population
55089630202,55089630202,0.99988093,5201.38,population
55089640100,55089640101,0.48157895,2745.00,population
55089640100,55089640102,0.51841702,2954.98,population
55089640100,55089650104,0.00000403,0.02,population
55089640200,55089640201,0.23170732,1805.00,population
55089640200,55089640202,0.76829268,5985.00,population
55089650101,55089650103,0.34444203,2244.38,population
55089650101,55089650104,0.65555797,4271.62,population
55089650102,55089650102,1.00000000,2761.00,population
55089650200,55089650200,0.99910415,5033.49,population
55089650200,55089660202,0.00089585,4.51,population
55089650300,55089650300,1.00000000,5371.00,population
55089660100,55089660100,0.95757336,3097.75,population
55089660100,55089660202,0.04159883,134.57,population
55089660100,55089660301,0.00082781,2.68,population
55089660201,55089660201,1.00000000,3954.00,population
55089660202,55089650200,0.01702356,96.66,population
55089660202,55089660202,0.98297644,5581.34,population
55089660301,55089660301,1.00000000,5699.00,population
55089660303,55089660301,0.00002297,0.11,population
55089660303,55089660303,0.99997703,4821.89,population
55089660304,55089660304,1.00000000,3161.00,population
55089990000,55089990000,1.00000000,0.00,area
55091950100,55091950100,1.00000000,4051.00,population
55091950200,55091950200,1.00000000,3418.00,population
55093960100,55093960100,0.99788545,2836.99,population
55093960100,55093960800,0.00211045,6.00,population
55093960100,55109120700,0.00000411,0.01,population
55093960200,55093960200,1.00000000,5996.00,population
55093960300,55093960300,0.99935983,5663.37,population
55093960300,55109120901,0.00064017,3.63,population
55093960400,55093960400,1.00000000,5192.00,population
55093960500,55093960400,0.03130908,247.09,population
55093960500,55093960500,0.96869092,7644.91,population
55093960600,55093960600,1.00000000,4857.00,population
55093960700,55093960200,0.00492409,24.00,population
55093960700,55093960700,0.99507591,4850.00,population
55093960800,55093960800,1.00000000,3698.00,population
55095960100,55095960100,1.00000000,3722.00,population
55095960200,55095960200,1.00000000,3796.00,population
55095960300,55095960301,0.34702063,1817.00,population
55095960300,55095960302,0.42627960,2232.00,population
55095960300,55095960303,0.22669977,1187.00,population
55095960500,55095960303,0.01084378,32.00,population
55095960500,55095960500,0.98915622,2919.00,population
55095960600,55095960600,1.00000000,2344.00,population
55095960700,55095960701,0.65776362,3817.00,population
55095960700,55095960702,0.34223638,1986.00,population
55095960800,55095960800,1.00000000,6465.00,population
55095960900,55095960800,0.00000023,0.00,population
55095960900,55095960901,0.57507229,2999.00,population
55095960900,55095960902,0.42492748,2216.00,population
55095961000,55095960902,0.01510701,72.00,population
55095961000,55095961000,0.98489299,4694.00,population
55095961100,55095961100,1.00000000,3907.00,population
55097960100,55097960100,0.99510277,4472.99,population
55097960100,55097960200,0.00489433,22.00,population
55097960100,55135100200,0.00000291,0.01,population
55097960200,55097960100,0.00572687,26.00,population
55097960200,55097960200,0.99427313,4514.00,population
55097960300,55097960300,1.00000000,3918.00,population
55097960400,55097960400,1.00000000,7212.00,population
55097960500,55097960500,0.99999976,6987.00,population
55097960500,55097960702,0.00000024,0.00,population
55097960600,55097960600,1.00000000,5249.00,population
55097960701,55097960701,0.99870009,5378.00,population
55097960701,55097960702,0.00129991,7.00,population
55097960702,55097960702,1.00000000,3360.00,population
55097960800,55097960800,0.99585843,5290.00,population
55097960800,55097960900,0.00414157,22.00,population
55097960900,55097960800,0.00258446,8.84,population
55097960900,55097960900,0.99741554,3411.16,population
55097961000,55097960300,0.11115147,306.00,population
55097961000,55097961000,0.87843938,2418.34,population
55097961000,55097961102,0.01040915,28.66,population
55097961100,55097961101,0.51257712,3240.00,population
55097961100,55097961102,0.48742288,3081.00,population
55097961200,55097961200,1.00000000,6036.00,population
55097961300,55097961300,1.00000000,5031.00,population
55099970100,55085971002,0.00000245,0.01,population
55099970100,55099970100,0.99999755,2663.99,population
55099970200,55099970200,1.00000000,2740.00,population
55099970400,55099970400,1.00000000,1861.00,population
55099970500,55099970500,1.00000000,2112.00,population
55099970600,55099970600,1.00000000,2268.00,population
55099970700,55099970700,1.00000000,2514.00,population
55101000100,55101002900,1.00000000,918.00,population
55101000200,55101000200,1.00000000,5962.00,population
55101000300,55101002900,1.00000000,3648.00,population
55101000400,55101000400,1.00000000,3924.00,population
55101000500,55101000500,1.00000000,5269.00,population
55101000600,55101000600,1.00000000,5515.00,population
55101000700,55101000700,1.00000000,5608.00,population
55101000800,55101000800,1.00000000,4531.00,population
55101000901,55101000901,1.00000000,3783.00,population
55101000903,55101000903,1.00000000,4093.00,population
55101000904,55101000904,1.00000000,5392.00,population
55101001001,55101001001,1.00000000,2705.00,population
55101001002,55101001002,1.00000000,2635.00,population
55101001003,55101001003,1.00000000,3800.00,population
55101001100,55101001101,0.61789406,3826.00,population
55101001100,55101001102,0.38210594,2366.00,population
55101001201,55101001201,0.99995227,3743.82,population
55101001201,55101001202,0.00004773,0.18,population
55101001202,55101001202,1.00000000,6512.00,population
55101001301,55101001301,1.00000000,3609.00,population
55101001302,55101001302,1.00000000,3997.00,population
55101001400,55101001401,0.50430778,3395.00,population
55101001400,55101001402,0.49557352,3336.20,population
55101001400,55101001505,0.00011870,0.80,population
55101001501,55101001501,1.00000000,3779.00,population
55101001502,55101001506,0.58345080,4139.00,population
55101001502,55101001507,0.41654920,2955.00,population
55101001504,55101001504,1.00000000,2781.00,population
55101001505,55101001505,1.00000000,4432.00,population
55101001601,55101001601,0.99886245,6047.11,population
55101001601,55101001703,0.00000133,0.01,population
55101001601,55101001900,0.00113623,6.88,population
55101001602,55101001602,0.99945897,2947.40,population
55101001602,55101001705,0.00054103,1.60,population
55101001701,55101001701,1.00000000,3445.00,population
55101001702,55101001701,0.00067002,4.49,population
55101001702,55101001702,0.99932998,6702.51,population
55101001703,55101001703,1.00000000,4371.00,population
55101001705,55101001602,0.00019879,1.06,population
55101001705,55101001705,0.99980121,5335.94,population
55101001706,55101001706,1.00000000,3675.00,population
55101001801,55101001801,1.00000000,5198.00,population
55101001802,55101001802,0.99981059,2787.47,population
55101001802,55101001900,0.00018941,0.53,population
55101001900,55101001900,1.00000000,3870.00,population
55101002001,55101002001,1.00000000,2987.00,population
55101002002,55101002002,1.00000000,4961.00,population
55101002100,55101001801,0.00009684,0.32,population
55101002100,55101002100,0.99990316,3323.68,population
55101002401,55101002401,1.00000000,5727.00,population
55101002402,55101002402,1.00000000,5116.00,population
55101002600,55101002600,1.00000000,5739.00,population
55101002701,55101002701,1.00000000,4048.00,population
55101002702,55101002002,0.00000018,0.00,population
55101002702,55101002702,0.99999982,5839.00,population
55101002800,55101002800,1.00000000,5891.00,population
55101980000,55101980000,1.00000000,727.00,population
55101990000,55101990000,1.00000000,0.00,area
55103970100,55103970100,1.00000000,2858.00,population
55103970200,55103970200,1.00000000,4911.00,population
55103970300,55103970300,1.00000000,2428.00,population
55103970400,55103970400,1.00000000,3584.00,population
55103970500,55103970500,1.00000000,4240.00,population
55105000100,55105000100,1.00000000,897.00,population
55105000200,55105000200,1.00000000,2864.00,population
55105000300,55105000300,1.00000000,2705.00,population
55105000400,55105000400,1.00000000,3736.00,population
55105000500,55105000500,0.99993924,4286.74,population
55105000500,55105001202,0.00006076,0.26,population
55105000600,55105000600,1.00000000,3295.00,population
55105000700,55105000700,1.00000000,3960.00,population
55105000800,55105000800,1.00000000,3856.00,population
55105000900,55105000900,1.00000000,2790.00,population
55105001000,55105001000,1.00000000,3279.00,population
55105001100,55105001100,1.00000000,5479.00,population
55105001201,55105000500,0.00050236,2.78,population
55105001201,55105001201,0.99947936,5538.12,population
55105001201,55105002800,0.00001828,0.10,population
55105001202,55105000500,0.00006580,0.38,population
55105001202,55105001202,0.99992678,5757.58,population
55105001202,55105003002,0.00000742,0.04,population
55105001302,55105001302,0.99999996,6664.00,population
55105001302,55105002602,0.00000004,0.00,population
55105001303,55105001303,0.99980480,4602.10,population
55105001303,55105003102,0.00019520,0.90,population
55105001304,55105001305,0.39002969,3153.00,population
55105001304,55105001306,0.60997031,4931.00,population
55105001400,55105001400,1.00000000,5810.00,population
55105001500,55105001500,1.00000000,2326.00,population
55105001600,55105001600,1.00000000,5050.00,population
55105001700,55105001700,1.00000000,5385.00,population
55105001800,55105001800,1.00000000,4147.00,population
55105001900,55105001500,0.00024623,0.67,population
55105001900,55105001900,0.99975377,2733.33,population
55105002000,55105002000,1.00000000,3848.00,population
55105002100,55105002100,1.00000000,3834.00,population
55105002200,55105002000,0.00002263,0.05,population
55105002200,55105002100,0.00000190,0.00,population
55105002200,55105002200,0.99997547,2306.94,population
55105002300,55105002300,1.00000000,1871.00,population
55105002400,55105002400,1.00000000,3530.00,population
55105002500,55105002500,1.00000000,2595.00,population
55105002601,55105002601,1.00000000,5472.00,population
55105002602,55105002601,0.00000109,0.00,population
55105002602,55105002602,0.99999891,3917.00,population
55105002700,55045960800,0.00003455,0.09,population
55105002700,55105002200,0.00021256,0.55,population
55105002700,55105002700,0.99975289,2570.36,population
55105002800,55105002800,0.99999787,5200.99,population
55105002800,55105002902,0.00000213,0.01,population
55105002900,55025012400,0.00003558,0.29,population
55105002900,55105002901,0.43667328,3518.71,population
55105002900,55105002902,0.56329114,4539.00,population
55105003001,55025012100,0.00000262,0.01,population
55105003001,55105003001,0.99997722,5036.89,population
55105003001,55105003002,0.00002016,0.10,population
55105003002,55025012100,0.00002201,0.11,population
55105003002,55105001202,0.00007671,0.38,population
55105003002,55105002800,0.00000243,0.01,population
55105003002,55105003001,0.00009429,0.47,population
55105003002,55105003002,0.99716808,4981.85,population
55105003002,55105003102,0.00263649,13.17,population
55105003100,55105003101,0.36987205,2804.00,population
55105003100,55105003102,0.63010104,4776.80,population
55105003100,55105003200,0.00002691,0.20,population
55105003200,55055101202,0.00005480,0.15,population
55105003200,55105003200,0.99994520,2662.85,population
55105003300,55105002602,0.00021140,0.76,population
55105003300,55105003300,0.99978860,3599.24,population
55107960100,55107960100,1.00000000,3792.00,population
55107960200,55017011100,0.00000051,0.00,population
55107960200,55107960200,0.99999949,2028.00,population
55107960300,55107960300,1.00000000,2245.00,population
55107960400,55107960300,0.00503187,15.00,population
55107960400,55107960400,0.98988290,2950.84,population
55107960400,55107960500,0.00508523,15.16,population
55107960500,55107960500,1.00000000,3709.00,population
55109120100,55109120100,1.00000000,2033.00,population
55109120201,55109120201,0.99999163,5860.95,population
55109120201,55109120202,0.00000837,0.05,population
55109120202,55109120201,0.00005599,0.29,population
55109120202,55109120202,0.99994401,5160.71,population
55109120300,55109120300,0.99926085,5789.72,population
55109120300,55109120402,0.00073915,4.28,population
55109120400,55109120401,0.62162596,6535.15,population
55109120400,55109120402,0.37791306,3973.00,population
55109120400,55109120602,0.00046098,4.85,population
55109120501,55109120501,0.99867137,5437.77,population
55109120501,55109120502,0.00128558,7.00,population
55109120501,55109120602,0.00004305,0.23,population
55109120502,55109120502,1.00000000,5201.00,population
55109120600,55109120601,0.31562954,2389.00,population
55109120600,55109120602,0.68437046,5180.00,population
55109120700,55109120700,1.00000000,4569.00,population
55109120800,55109120601,0.00167846,14.00,population
55109120800,55109120801,0.40966311,3417.00,population
55109120800,55109120802,0.58865843,4910.00,population
55109120901,55109120901,0.99611745,4105.00,population
55109120901,55109120904,0.00388255,16.00,population
55109120903,55109120905,0.62320358,5365.16,population
55109120903,55109120906,0.37679642,3243.84,population
55109120904,55109120904,0.99986382,4035.45,population
55109120904,55109120905,0.00013618,0.55,population
55109121000,55109120402,0.00000027,0.00,population
55109121000,55109121000,0.99999973,7092.00,population
55111000100,55111000101,0.21447487,1418.97,population
55111000100,55111000102,0.28457547,1882.75,population
55111000100,55111000103,0.30819180,2039.00,population
55111000100,55111000104,0.19275740,1275.28,population
55111000100,55111000303,0.00000046,0.00,population
55111000200,55111000103,0.00002469,0.12,population
55111000200,55111000200,0.99996633,4900.83,population
55111000200,55111000303,0.00000899,0.04,population
55111000300,55111000103,0.00000164,0.01,population
55111000300,55111000301,0.48384967,3282.92,population
55111000300,55111000302,0.21090641,1431.00,population
55111000300,55111000303,0.30524228,2071.07,population
55111000401,55111000401,1.00000000,5147.00,population
55111000402,55111000402,1.00000000,3464.00,population
55111000500,55111000500,1.00000000,3338.00,population
55111000600,55111000601,0.23502584,1546.00,population
55111000600,55111000602,0.29370629,1932.00,population
55111000600,55111000603,0.47126786,3100.00,population
55111000700,55111000700,1.00000000,2725.00,population
55111000800,55111000800,1.00000000,3873.00,population
55111000900,55111000901,0.47784087,2289.81,population
55111000900,55111000902,0.27984140,1341.00,population
55111000900,55111000903,0.24227880,1161.00,population
55111000900,55111001003,0.00003893,0.19,population
55111001001,55111000901,0.00000987,0.07,population
55111001001,55111001003,0.27750422,1870.93,population
55111001001,55111001004,0.42865619,2890.00,population
55111001001,55111001005,0.29382972,1981.00,population
55111001002,55111001002,1.00000000,2881.00,population
55111001100,55111001100,1.00000000,4134.00,population
55113100300,55113100300,1.00000000,4584.00,population
55113100400,55113100300,0.00408163,9.00,population
55113100400,55113100400,0.99561505,2195.33,population
55113100400,55113100700,0.00030332,0.67,population
55113100500,55113100501,0.38656453,1312.00,population
55113100500,55113100502,0.61343547,2082.00,population
55113100700,55113100400,0.01269649,21.00,population
55113100700,55113100700,0.97218698,1608.00,population
55113100700,55113100800,0.01451028,24.00,population
55113100700,55113940001,0.00060625,1.00,population
55113100800,55113100700,0.00000042,0.00,population
55113100800,55113100800,0.99999958,1658.00,population
55113940000,55113100501,0.00163292,5.00,population
55113940000,55113940001,0.62208318,1904.82,population
55113940000,55113940002,0.37628390,1152.18,population
55115100100,55115100100,1.00000000,2797.00,population
55115100200,55115100200,1.00000000,1796.00,population
55115100300,55115100300,1.00000000,3672.00,population
55115100400,55115100400,1.00000000,4649.00,population
55115100500,55115100500,1.00000000,4899.00,population
55115100600,55115100600,1.00000000,4240.00,population
55115100700,55115100600,0.00000003,0.00,population
55115100700,55115100700,0.99999818,3422.99,population
55115100700,55115100800,0.00000179,0.01,population
55115100800,55115100800,1.00000000,4860.00,population
55115100900,55115100900,1.00000000,3820.00,population
55115101000,55115101000,1.00000000,3801.00,population
55115101100,55115101100,1.00000000,3992.00,population
55117000100,55117000100,0.99994069,3826.77,population
55117000100,55117011400,0.00005931,0.23,population
55117000201,55117000201,1.00000000,2912.00,population
55117000202,55117000202,1.00000000,4149.00,population
55117000300,55117000300,0.99624752,7084.32,population
55117000300,55117010700,0.00375248,26.68,population
55117000400,55117000300,0.00063790,2.81,population
55117000400,55117000400,0.99936210,4409.19,population
55117000500,55117000500,1.00000000,3898.00,population
55117000800,55117000800,1.00000000,5397.00,population
55117000900,55117000900,1.00000000,5126.00,population
55117001000,55117001000,1.00000000,7415.00,population
55117001100,55117001100,1.00000000,3627.00,population
55117010100,55117010100,0.99998980,1530.98,population
55117010100,55117010300,0.00001020,0.02,population
55117010200,55117010200,1.00000000,4598.00,population
55117010300,55117010300,0.99982336,3100.45,population
55117010300,55117010502,0.00017664,0.55,population
55117010400,55117010300,0.00001030,0.03,population
55117010400,55117010400,0.99998785,2621.97,population
55117010400,55117010504,0.00000184,0.00,population
55117010501,55117010400,0.00001254,0.10,population
55117010501,55117010502,0.00142027,11.24,population
55117010501,55117010503,0.46585291,3686.76,population
55117010501,55117010504,0.53271427,4215.90,population
55117010502,55117010502,1.00000000,3478.00,population
55117010601,55117010601,0.99480331,5564.93,population
55117010601,55117010900,0.00519669,29.07,population
55117010602,55117010601,0.00367202,13.93,population
55117010602,55117010602,0.99632798,3779.07,population
55117010700,55117000300,0.00005753,0.47,population
55117010700,55117010700,0.99994247,8201.53,population
55117010800,55117010800,0.99994126,3506.79,population
55117010800,55117010900,0.00005874,0.21,population
55117010900,55117010601,0.00058053,1.86,population
55117010900,55117010602,0.00010172,0.33,population
55117010900,55117010900,0.96190495,3085.79,population
55117010900,55117011301,0.03740648,120.00,population
55117010900,55117011302,0.00000632,0.02,population
55117011000,55117010900,0.00039461,1.09,population
55117011000,55117011000,0.99960539,2752.91,population
55117011100,55117010400,0.00000023,0.00,population
55117011100,55117011100,0.99999977,4171.00,population
55117011200,55117011200,1.00000000,3615.00,population
55117011300,55117011301,0.57674484,4107.00,population
55117011300,55117011302,0.42325516,3014.00,population
55117011400,55117011400,1.00000000,2424.00,population
55117990000,55117990000,1.00000000,0.00,area
55119960100,55119960100,0.99999583,4289.98,population
55119960100,55119960600,0.00000417,0.02,population
55119960200,55119960200,0.98326898,2292.00,population
55119960200,55119960300,0.01673102,39.00,population
55119960300,55119960300,1.00000000,3001.00,population
55119960400,55119960200,0.00002829,0.14,population
55119960400,55119960400,0.97194781,4716.86,population
55119960400,55119960500,0.02802390,136.00,population
55119960500,55119960500,1.00000000,2789.00,population
55119960600,55119960500,0.00044611,1.53,population
55119960600,55119960600,0.99955389,3423.47,population
55121100100,55053960300,0.00000012,0.00,population
55121100100,55121100100,0.99999988,3262.00,population
55121100200,55121100200,1.00000000,3309.00,population
55121100300,55121100300,1.00000000,2455.00,population
55121100400,55053960300,0.00001126,0.04,population
55121100400,55121100400,0.99998874,3911.96,population
55121100500,55053960300,0.00001165,0.04,population
55121100500,55053960400,0.00000404,0.01,population
55121100500,55121100500,0.99998432,3090.95,population
55121100600,55121100600,1.00000000,4072.00,population
55121100700,55063010202,0.00033137,1.67,population
55121100700,55121100600,0.00000480,0.02,population
55121100700,55121100700,0.99966383,5043.30,population
55121100800,55053960400,0.00011266,0.41,population
55121100800,55121100800,0.99988734,3669.59,population
55123960100,55123960100,1.00000000,4266.00,population
55123960200,55123960200,1.00000000,4186.00,population
55123960300,55081950900,0.00038854,1.67,population
55123960300,55123960300,0.99961146,4305.33,population
55123960400,55123960400,1.00000000,4876.00,population
55123960500,55123960400,0.00003145,0.11,population
55123960500,55123960500,0.99996855,3506.89,population
55123960600,55123960600,1.00000000,4614.00,population
55123960700,55123960700,1.00000000,4017.00,population
55125940000,55125940000,1.00000000,3473.00,population
55125950200,55125950201,0.65802170,2724.21,population
55125950200,55125950202,0.33883820,1402.79,population
55125950200,55125950502,0.00314010,13.00,population
55125950500,55085970101,0.00001958,0.11,population
55125950500,55085970104,0.00002814,0.16,population
55125950500,55085970604,0.00063489,3.66,population
55125950500,55125950202,0.00069300,4.00,population
55125950500,55125950501,0.48696699,2810.77,population
55125950500,55125950502,0.51131089,2951.29,population
55125950500,55125950700,0.00034650,2.00,population
