district_code,school_code,school_name,enrollment,chronic_absence_rate,pct_econ_disadvantaged,pct_students_with_disabilities,pct_ell,pct_white,pct_black,pct_hispanic
5467,,[Districtwide],611,,37.32,15.22,3.44,90.18,0.98,5.24
5474,,[Districtwide],1015,,52.91,15.07,0.10,89.66,0.39,2.96
5586,,[Districtwide],708,,30.79,10.45,0.85,96.33,0.14,1.69
5593,,[Districtwide],1089,,44.44,16.62,0.92,91.74,1.01,3.21
5607,,[Districtwide],7025,,40.60,14.88,5.86,77.34,2.15,9.00
5614,,[Districtwide],209,,,13.40,,96.17,,0.96
3542,,[Districtwide],279,,13.62,12.19,,95.70,1.43,1.43
5621,,[Districtwide],2757,,27.86,13.49,4.32,81.07,3.70,7.40
5628,,[Districtwide],806,,25.31,13.28,1.49,93.18,0.12,4.84
5642,,[Districtwide],1065,,49.20,17.09,4.98,76.53,3.19,11.27
5656,,[Districtwide],8350,,30.30,13.22,6.99,56.57,12.17,11.09
5663,,[Districtwide],4155,,48.81,15.93,0.51,82.70,2.84,3.39
5670,,[Districtwide],326,,65.03,20.55,,85.89,0.61,2.15
3510,,[Districtwide],464,,1.94,9.70,1.08,88.58,0.86,1.94
8023,,[Districtwide],524,,66.60,11.26,20.99,40.65,16.41,37.02
5726,,[Districtwide],538,,53.72,16.73,1.49,94.61,,3.35
5733,,[Districtwide],519,,39.50,18.30,0.39,96.92,0.39,0.77
5740,,[Districtwide],259,,58.69,14.67,0.39,86.10,0.39,2.32
5747,,[Districtwide],3056,,48.33,19.63,0.49,83.54,1.73,4.35
5754,,[Districtwide],1204,,42.11,15.53,0.17,93.69,1.16,1.66
0126,,[Districtwide],1217,,30.24,11.18,,94.00,0.74,2.63
8026,,[Districtwide],121,,90.91,22.31,27.27,8.26,8.26,82.64
5780,,[Districtwide],473,,31.71,16.91,1.27,83.30,,13.53
4375,,[Districtwide],575,,66.78,20.35,7.48,68.87,0.52,28.35
5810,,[Districtwide],467,,50.96,15.42,0.21,85.87,,5.78
5817,,[Districtwide],278,,46.04,16.19,1.08,80.22,0.36,14.03
5824,,[Districtwide],1790,,47.54,13.63,4.64,79.27,2.68,7.37
5859,,[Districtwide],902,,30.38,14.41,0.33,83.26,1.44,9.42
5852,,[Districtwide],1045,,11.39,8.42,0.38,88.33,0.86,6.79
8003,,[Districtwide],1548,,76.74,9.37,22.03,0.97,0.97,97.29
0238,,[Districtwide],954,,55.24,18.55,0.31,84.28,0.31,5.24
8025,,[Districtwide],7,,,,14.29,,71.43,14.29
5866,,[Districtwide],970,,26.70,13.20,3.81,91.13,0.41,5.77
5901,,[Districtwide],5827,,26.82,8.41,14.18,61.06,6.54,21.11
5985,,[Districtwide],1042,,42.99,12.86,0.58,92.03,1.15,2.98
8020,,[Districtwide],13,,,,,,,15.38
5992,,[Districtwide],391,,60.36,27.88,0.26,57.54,0.26,4.35
6022,,[Districtwide],432,,50.23,19.21,13.66,61.81,0.23,30.32
6027,,[Districtwide],599,,46.91,13.36,,81.64,0.83,2.34
6069,,[Districtwide],62,,30.65,14.52,,93.55,,3.23
6104,,[Districtwide],194,,14.95,11.86,,90.72,1.55,2.58
6113,,[Districtwide],1464,,20.08,14.41,0.68,88.93,0.75,6.49
6083,,[Districtwide],954,,11.43,8.07,0.84,86.90,0.94,8.60
6118,,[Districtwide],768,,39.71,11.59,19.27,65.10,1.56,27.86
6125,,[Districtwide],3202,,44.35,17.40,6.78,69.86,2.28,21.71
6174,,[Districtwide],11855,,37.31,16.61,7.39,61.32,6.24,23.81
6181,,[Districtwide],4408,,7.65,9.48,3.11,83.98,1.50,7.24
6195,,[Districtwide],1999,,41.27,16.41,0.70,89.89,0.35,5.40
6216,,[Districtwide],1974,,39.56,15.35,2.03,85.51,0.66,9.88
6223,,[Districtwide],7899,,44.20,15.39,9.30,63.67,2.27,7.24
6230,,[Districtwide],382,,57.07,23.04,,91.62,,3.93
6237,,[Districtwide],1307,,57.92,12.47,5.89,76.05,0.77,19.20
6244,,[Districtwide],6935,,20.88,14.36,1.76,60.58,18.88,8.68
6251,,[Districtwide],257,,59.92,16.73,,92.61,1.56,1.95
6293,,[Districtwide],646,,61.46,16.87,0.31,74.92,,3.25
6300,,[Districtwide],7095,,63.71,15.84,5.31,44.85,11.66,30.43
6307,,[Districtwide],5736,,33.11,17.19,2.30,81.22,3.66,8.25
6328,,[Districtwide],3598,,21.26,12.62,2.22,77.82,2.25,5.64
6370,,[Districtwide],1861,,26.65,12.25,0.81,91.89,0.59,2.90
6321,,[Districtwide],1037,,32.11,13.89,1.64,94.12,0.39,2.41
6335,,[Districtwide],1055,,53.84,13.46,1.23,85.31,1.14,10.24
6354,,[Districtwide],252,,50.40,16.27,,95.63,,1.19
6384,,[Districtwide],822,,43.43,10.71,2.43,86.98,1.09,9.37
6412,,[Districtwide],612,,35.62,13.07,,93.14,,3.76
6440,,[Districtwide],168,,,16.07,,81.55,2.98,4.17
6419,,[Districtwide],2860,,1.78,12.03,1.78,75.52,5.07,6.29
6426,,[Districtwide],773,,49.81,16.17,8.02,75.68,0.78,19.66
6461,,[Districtwide],1986,,47.23,19.69,17.72,54.33,3.17,36.66
6470,,[Districtwide],2397,,29.95,13.89,2.13,69.38,3.96,16.65
6475,,[Districtwide],556,,49.10,17.99,0.18,86.33,0.72,9.89
6482,,[Districtwide],672,,29.32,13.10,2.08,90.92,1.04,4.32
6545,,[Districtwide],949,,22.87,11.70,1.05,86.72,0.74,8.75
6608,,[Districtwide],1796,,19.82,10.97,0.45,93.71,0.50,2.84
6615,,[Districtwide],249,,67.07,16.47,0.40,85.94,,4.82
6678,,[Districtwide],1815,,53.94,12.51,11.02,68.15,2.04,20.94
0469,,[Districtwide],749,,20.83,12.02,0.67,88.92,2.27,2.27
6685,,[Districtwide],4678,,49.51,17.70,2.84,81.00,1.92,5.86
6692,,[Districtwide],1154,,43.33,15.77,3.29,82.76,0.61,6.76
6713,,[Districtwide],348,,52.87,15.52,0.86,93.68,0.29,3.45
8004,,[Districtwide],632,,33.54,8.07,,24.37,45.73,13.92
6720,,[Districtwide],521,,49.90,11.13,,81.19,0.19,4.41
6734,,[Districtwide],1302,,22.89,11.75,4.69,85.33,0.77,7.60
6748,,[Districtwide],460,,21.52,9.35,,82.17,0.22,10.22
